2026-05-05T13:10:48.719288 INFO  [Backend] GET /api/v1/dashboard 200 - Request processed successfully (0.0817s)
2026-05-05T14:17:25.411562 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:25.411572 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:25.411583 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:27.417803 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:27.417843 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:27.417860 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:27.417874 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:27.417884 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:27.417894 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:27.417904 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:27.417915 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:27.417924 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:27.417935 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:27.417946 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:29.424280 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:29.424309 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:29.424316 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:29.424321 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:29.424326 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:29.424331 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:29.424336 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:29.424340 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:29.424345 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:29.424350 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:31.430517 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:31.430555 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:31.430567 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:31.430576 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:31.430585 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:31.430592 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:31.430601 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:31.430609 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:33.437009 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:33.437051 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:33.437066 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:33.437076 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:33.437087 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:33.437098 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:33.437108 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:33.437118 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:33.437130 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:33.437145 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:33.437154 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:35.976949 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:35.976982 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:35.976990 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:35.976995 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:35.977000 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:37.983323 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:37.983362 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:37.983378 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:37.983390 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:37.983401 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:37.983413 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:37.983422 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:37.983434 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:37.983443 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:37.983454 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:37.983464 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:37.983474 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:37.983484 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:39.989775 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:39.989818 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:39.989835 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:39.989846 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:39.989856 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:41.994425 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:41.994472 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:41.994491 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:41.994498 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:41.994510 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:41.994517 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:41.994523 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:43.999744 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:43.999775 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:43.999786 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:43.999792 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:43.999798 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:43.999804 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:43.999810 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:43.999815 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:43.999821 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:43.999828 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:43.999834 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:43.999839 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:46.356186 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:46.356245 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:46.356257 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:48.358916 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:48.358944 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:48.358954 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:48.358959 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:48.358965 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:48.358970 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:48.358975 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:48.358980 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:48.358985 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:48.358990 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:48.358996 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:50.363436 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:50.363467 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:50.363478 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:50.363486 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:50.363492 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:50.363498 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:50.363504 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:52.365106 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:52.365133 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:52.365140 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:52.365146 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:52.365150 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:52.365155 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:52.365159 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:54.368447 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:54.368521 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:54.368531 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:56.714631 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:56.714660 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:56.714672 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:56.714679 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:56.714684 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:56.714690 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:58.720063 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:58.720098 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:58.720110 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:58.720120 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:58.720129 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:00.723544 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:00.723578 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:00.723589 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:00.723598 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:00.723606 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:00.723614 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:00.723621 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:00.723629 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:00.723636 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:00.723643 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:02.728180 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:02.728228 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:02.728244 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:02.728375 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:02.728410 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:02.728424 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:02.728436 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:02.728456 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:04.735518 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:04.735555 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:04.735573 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:04.735584 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:07.075569 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:07.075597 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:07.075613 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:07.075621 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:07.075628 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:07.075635 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:07.075642 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:09.080456 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:09.080482 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:09.080492 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:09.080498 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:11.086571 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:11.086613 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:11.086631 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:11.086642 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:11.086652 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:11.086665 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:11.086675 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:11.086687 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:11.086697 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:13.089173 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:13.089198 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:13.089209 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:13.089217 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:13.089224 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:13.089231 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:13.089238 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:15.094620 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:15.094643 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:15.094652 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:15.094661 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:15.094668 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:15.094675 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:15.094682 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:17.447242 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:17.447275 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:17.447286 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:17.447295 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:17.447304 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:17.447311 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:17.447318 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:17.447326 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:17.447332 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:19.450912 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:19.450950 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:19.450965 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:19.450977 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:19.450990 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:19.451002 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:19.451012 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:19.451022 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:19.451032 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:19.451044 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:21.455916 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:21.455957 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:18:21.455977 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
